date,base,part_id,on_hand,on_order,expected_days_to_arrival
2026-01-15,BASE_C,P_0165,3,0,0
2026-01-15,BASE_C,P_0166,5,0,0
2026-01-15,BASE_C,P_0167,4,0,0
2026-01-15,BASE_C,P_0168,5,0,0
2026-01-15,BASE_C,P_0169,3,1,30
2026-01-15,BASE_C,P_0170,13,2,24
2026-01-15,BASE_C,P_0171,3,1,14
2026-01-15,BASE_C,P_0172,7,2,37
2026-01-15,BASE_C,P_0173,7,1,35
2026-01-15,BASE_C,P_0174,2,0,0
2026-01-15,BASE_C,P_0175,5,0,0
2026-01-15,BASE_C,P_0176,5,0,0
2026-01-15,BASE_C,P_0177,1,0,0
2026-01-15,BASE_C,P_0178,7,0,0
2026-01-15,BASE_C,P_0179,7,0,0
2026-01-15,BASE_C,P_0180,8,1,32
2026-01-15,BASE_C,P_0181,6,2,15
2026-01-15,BASE_C,P_0182,6,0,0
2026-01-15,BASE_C,P_0183,6,0,0
2026-01-15,BASE_C,P_0184,10,1,56
2026-01-15,BASE_C,P_0185,9,0,0
2026-01-15,BASE_C,P_0186,4,2,39
2026-01-15,BASE_C,P_0187,4,0,0
2026-01-15,BASE_C,P_0188,8,0,0
2026-01-15,BASE_C,P_0189,6,0,0
2026-01-15,BASE_C,P_0190,6,2,32
2026-01-15,BASE_C,P_0191,1,2,12
2026-01-15,BASE_C,P_0192,8,1,39
2026-01-15,BASE_C,P_0193,5,0,0
2026-01-15,BASE_C,P_0194,4,2,42
2026-01-15,BASE_C,P_0195,6,1,26
2026-01-15,BASE_C,P_0196,4,0,0
2026-01-15,BASE_C,P_0197,8,0,0
2026-01-15,BASE_C,P_0198,5,0,0
2026-01-15,BASE_C,P_0199,2,2,39
2026-01-15,BASE_C,P_0200,6,0,0
2026-01-16,BASE_A,P_0001,7,0,0
2026-01-16,BASE_A,P_0002,7,0,0
2026-01-16,BASE_A,P_0003,7,0,0
2026-01-16,BASE_A,P_0004,2,0,0
2026-01-16,BASE_A,P_0005,4,0,0
2026-01-16,BASE_A,P_0006,7,0,0
2026-01-16,BASE_A,P_0007,12,2,19
2026-01-16,BASE_A,P_0008,6,0,0
2026-01-16,BASE_A,P_0009,8,2,29
2026-01-16,BASE_A,P_0010,4,0,0
2026-01-16,BASE_A,P_0011,4,2,32
2026-01-16,BASE_A,P_0012,7,2,29
2026-01-16,BASE_A,P_0013,4,2,47
2026-01-16,BASE_A,P_0014,2,0,0
2026-01-16,BASE_A,P_0015,3,0,0
2026-01-16,BASE_A,P_0016,6,2,23
2026-01-16,BASE_A,P_0017,5,0,0
2026-01-16,BASE_A,P_0018,5,0,0
2026-01-16,BASE_A,P_0019,3,0,0
2026-01-16,BASE_A,P_0020,3,0,0
2026-01-16,BASE_A,P_0021,6,2,8
2026-01-16,BASE_A,P_0022,3,0,0
2026-01-16,BASE_A,P_0023,6,0,0
2026-01-16,BASE_A,P_0024,4,2,33
2026-01-16,BASE_A,P_0025,4,0,0
2026-01-16,BASE_A,P_0026,4,2,18
2026-01-16,BASE_A,P_0027,11,0,0
2026-01-16,BASE_A,P_0028,6,1,45
2026-01-16,BASE_A,P_0029,7,2,38
2026-01-16,BASE_A,P_0030,5,0,0
2026-01-16,BASE_A,P_0031,5,2,32
2026-01-16,BASE_A,P_0032,6,0,0
2026-01-16,BASE_A,P_0033,5,0,0
2026-01-16,BASE_A,P_0034,7,0,0
2026-01-16,BASE_A,P_0035,6,1,28
2026-01-16,BASE_A,P_0036,10,1,30
2026-01-16,BASE_A,P_0037,8,0,0
2026-01-16,BASE_A,P_0038,7,2,24
2026-01-16,BASE_A,P_0039,8,1,29
2026-01-16,BASE_A,P_0040,9,1,24
2026-01-16,BASE_A,P_0041,4,0,0
2026-01-16,BASE_A,P_0042,1,0,0
2026-01-16,BASE_A,P_0043,8,0,0
2026-01-16,BASE_A,P_0044,6,2,34
2026-01-16,BASE_A,P_0045,0,0,0
2026-01-16,BASE_A,P_0046,4,1,34
2026-01-16,BASE_A,P_0047,8,2,15
2026-01-16,BASE_A,P_0048,3,2,49
2026-01-16,BASE_A,P_0049,7,0,0
2026-01-16,BASE_A,P_0050,12,0,0
2026-01-16,BASE_A,P_0051,4,2,15
2026-01-16,BASE_A,P_0052,7,0,0
2026-01-16,BASE_A,P_0053,1,2,40
2026-01-16,BASE_A,P_0054,4,0,0
2026-01-16,BASE_A,P_0055,10,0,0
2026-01-16,BASE_A,P_0056,2,0,0
2026-01-16,BASE_A,P_0057,13,0,0
2026-01-16,BASE_A,P_0058,2,0,0
2026-01-16,BASE_A,P_0059,7,0,0
2026-01-16,BASE_A,P_0060,6,0,0
2026-01-16,BASE_A,P_0061,3,0,0
2026-01-16,BASE_A,P_0062,5,0,0
2026-01-16,BASE_A,P_0063,11,0,0
2026-01-16,BASE_A,P_0064,5,2,27
2026-01-16,BASE_A,P_0065,7,0,0
2026-01-16,BASE_A,P_0066,2,0,0
2026-01-16,BASE_A,P_0067,4,0,0
2026-01-16,BASE_A,P_0068,7,0,0
2026-01-16,BASE_A,P_0069,4,2,38
2026-01-16,BASE_A,P_0070,7,0,0
2026-01-16,BASE_A,P_0071,8,0,0
2026-01-16,BASE_A,P_0072,8,0,0
2026-01-16,BASE_A,P_0073,10,0,0
2026-01-16,BASE_A,P_0074,2,1,27
2026-01-16,BASE_A,P_0075,3,0,0
2026-01-16,BASE_A,P_0076,9,0,0
2026-01-16,BASE_A,P_0077,6,1,25
2026-01-16,BASE_A,P_0078,8,0,0
2026-01-16,BASE_A,P_0079,7,0,0
2026-01-16,BASE_A,P_0080,8,1,35
2026-01-16,BASE_A,P_0081,7,0,0
2026-01-16,BASE_A,P_0082,11,0,0
2026-01-16,BASE_A,P_0083,2,0,0
2026-01-16,BASE_A,P_0084,7,0,0
2026-01-16,BASE_A,P_0085,7,1,8
2026-01-16,BASE_A,P_0086,2,0,0
2026-01-16,BASE_A,P_0087,4,0,0
2026-01-16,BASE_A,P_0088,4,0,0
2026-01-16,BASE_A,P_0089,10,0,0
2026-01-16,BASE_A,P_0090,9,0,0
2026-01-16,BASE_A,P_0091,7,0,0
2026-01-16,BASE_A,P_0092,5,0,0
2026-01-16,BASE_A,P_0093,2,1,49
2026-01-16,BASE_A,P_0094,6,0,0
2026-01-16,BASE_A,P_0095,2,0,0
2026-01-16,BASE_A,P_0096,4,0,0
2026-01-16,BASE_A,P_0097,5,0,0
2026-01-16,BASE_A,P_0098,7,1,34
2026-01-16,BASE_A,P_0099,2,2,28
2026-01-16,BASE_A,P_0100,8,0,0
2026-01-16,BASE_A,P_0101,6,0,0
2026-01-16,BASE_A,P_0102,3,0,0
2026-01-16,BASE_A,P_0103,10,0,0
2026-01-16,BASE_A,P_0104,6,2,23
2026-01-16,BASE_A,P_0105,4,0,0
2026-01-16,BASE_A,P_0106,6,0,0
2026-01-16,BASE_A,P_0107,11,0,0
2026-01-16,BASE_A,P_0108,9,0,0
2026-01-16,BASE_A,P_0109,6,0,0
2026-01-16,BASE_A,P_0110,5,0,0
2026-01-16,BASE_A,P_0111,8,0,0
2026-01-16,BASE_A,P_0112,2,0,0
2026-01-16,BASE_A,P_0113,4,1,23
2026-01-16,BASE_A,P_0114,7,0,0
2026-01-16,BASE_A,P_0115,10,2,29
2026-01-16,BASE_A,P_0116,8,1,33
2026-01-16,BASE_A,P_0117,4,2,39
2026-01-16,BASE_A,P_0118,0,2,26
2026-01-16,BASE_A,P_0119,7,0,0
2026-01-16,BASE_A,P_0120,2,0,0
2026-01-16,BASE_A,P_0121,5,0,0
2026-01-16,BASE_A,P_0122,8,1,33
2026-01-16,BASE_A,P_0123,3,2,43
2026-01-16,BASE_A,P_0124,9,0,0
2026-01-16,BASE_A,P_0125,1,0,0
2026-01-16,BASE_A,P_0126,4,0,0
2026-01-16,BASE_A,P_0127,1,0,0
2026-01-16,BASE_A,P_0128,5,0,0
2026-01-16,BASE_A,P_0129,5,1,15
2026-01-16,BASE_A,P_0130,10,0,0
2026-01-16,BASE_A,P_0131,3,1,40
2026-01-16,BASE_A,P_0132,8,0,0
2026-01-16,BASE_A,P_0133,0,0,0
2026-01-16,BASE_A,P_0134,0,1,17
2026-01-16,BASE_A,P_0135,7,2,36
2026-01-16,BASE_A,P_0136,4,2,31
2026-01-16,BASE_A,P_0137,9,2,21
2026-01-16,BASE_A,P_0138,5,0,0
2026-01-16,BASE_A,P_0139,4,0,0
2026-01-16,BASE_A,P_0140,7,0,0
2026-01-16,BASE_A,P_0141,5,1,25
2026-01-16,BASE_A,P_0142,1,0,0
2026-01-16,BASE_A,P_0143,5,0,0
2026-01-16,BASE_A,P_0144,3,0,0
2026-01-16,BASE_A,P_0145,9,2,31
2026-01-16,BASE_A,P_0146,1,1,39
2026-01-16,BASE_A,P_0147,8,1,25
2026-01-16,BASE_A,P_0148,9,0,0
2026-01-16,BASE_A,P_0149,9,1,42
2026-01-16,BASE_A,P_0150,7,1,30
2026-01-16,BASE_A,P_0151,14,0,0
2026-01-16,BASE_A,P_0152,3,2,32
2026-01-16,BASE_A,P_0153,5,0,0
2026-01-16,BASE_A,P_0154,7,1,24
2026-01-16,BASE_A,P_0155,3,1,28
2026-01-16,BASE_A,P_0156,0,0,0
2026-01-16,BASE_A,P_0157,5,0,0
2026-01-16,BASE_A,P_0158,6,2,32
2026-01-16,BASE_A,P_0159,4,0,0
2026-01-16,BASE_A,P_0160,4,2,15
2026-01-16,BASE_A,P_0161,2,1,43
2026-01-16,BASE_A,P_0162,5,0,0
2026-01-16,BASE_A,P_0163,3,0,0
2026-01-16,BASE_A,P_0164,4,2,30
2026-01-16,BASE_A,P_0165,3,0,0
2026-01-16,BASE_A,P_0166,5,0,0
2026-01-16,BASE_A,P_0167,5,0,0
2026-01-16,BASE_A,P_0168,3,0,0
2026-01-16,BASE_A,P_0169,5,0,0
2026-01-16,BASE_A,P_0170,7,0,0
2026-01-16,BASE_A,P_0171,8,1,21
2026-01-16,BASE_A,P_0172,6,0,0
2026-01-16,BASE_A,P_0173,8,0,0
2026-01-16,BASE_A,P_0174,3,0,0
2026-01-16,BASE_A,P_0175,4,0,0
2026-01-16,BASE_A,P_0176,7,0,0
2026-01-16,BASE_A,P_0177,3,0,0
2026-01-16,BASE_A,P_0178,4,2,26
2026-01-16,BASE_A,P_0179,4,1,21
2026-01-16,BASE_A,P_0180,5,1,30
2026-01-16,BASE_A,P_0181,12,0,0
2026-01-16,BASE_A,P_0182,9,1,27
2026-01-16,BASE_A,P_0183,14,0,0
2026-01-16,BASE_A,P_0184,6,0,0
2026-01-16,BASE_A,P_0185,4,0,0
2026-01-16,BASE_A,P_0186,3,2,37
2026-01-16,BASE_A,P_0187,2,0,0
2026-01-16,BASE_A,P_0188,6,0,0
2026-01-16,BASE_A,P_0189,7,0,0
2026-01-16,BASE_A,P_0190,11,0,0
2026-01-16,BASE_A,P_0191,4,1,23
2026-01-16,BASE_A,P_0192,9,0,0
2026-01-16,BASE_A,P_0193,2,0,0
2026-01-16,BASE_A,P_0194,6,2,13
2026-01-16,BASE_A,P_0195,2,0,0
2026-01-16,BASE_A,P_0196,7,1,37
2026-01-16,BASE_A,P_0197,5,0,0
2026-01-16,BASE_A,P_0198,4,0,0
2026-01-16,BASE_A,P_0199,4,0,0
2026-01-16,BASE_A,P_0200,4,0,0
2026-01-16,BASE_B,P_0001,7,2,19
2026-01-16,BASE_B,P_0002,5,0,0
2026-01-16,BASE_B,P_0003,7,0,0
2026-01-16,BASE_B,P_0004,6,0,0
2026-01-16,BASE_B,P_0005,10,0,0
2026-01-16,BASE_B,P_0006,6,0,0
2026-01-16,BASE_B,P_0007,9,1,26
2026-01-16,BASE_B,P_0008,6,0,0
2026-01-16,BASE_B,P_0009,4,0,0
2026-01-16,BASE_B,P_0010,6,2,28
2026-01-16,BASE_B,P_0011,5,0,0
2026-01-16,BASE_B,P_0012,4,0,0
2026-01-16,BASE_B,P_0013,4,0,0
2026-01-16,BASE_B,P_0014,7,2,30
2026-01-16,BASE_B,P_0015,6,0,0
2026-01-16,BASE_B,P_0016,9,1,44
2026-01-16,BASE_B,P_0017,10,1,21
2026-01-16,BASE_B,P_0018,6,1,33
2026-01-16,BASE_B,P_0019,8,0,0
2026-01-16,BASE_B,P_0020,4,0,0
2026-01-16,BASE_B,P_0021,7,0,0
2026-01-16,BASE_B,P_0022,8,0,0
2026-01-16,BASE_B,P_0023,4,2,13
2026-01-16,BASE_B,P_0024,13,0,0
2026-01-16,BASE_B,P_0025,11,2,36
2026-01-16,BASE_B,P_0026,2,2,8
2026-01-16,BASE_B,P_0027,6,1,19
2026-01-16,BASE_B,P_0028,4,2,31
2026-01-16,BASE_B,P_0029,4,2,42
2026-01-16,BASE_B,P_0030,1,1,28
2026-01-16,BASE_B,P_0031,5,0,0
2026-01-16,BASE_B,P_0032,3,1,43
2026-01-16,BASE_B,P_0033,3,0,0
2026-01-16,BASE_B,P_0034,9,0,0
2026-01-16,BASE_B,P_0035,4,0,0
2026-01-16,BASE_B,P_0036,4,1,27
2026-01-16,BASE_B,P_0037,6,1,34
2026-01-16,BASE_B,P_0038,4,0,0
2026-01-16,BASE_B,P_0039,7,0,0
2026-01-16,BASE_B,P_0040,2,0,0
2026-01-16,BASE_B,P_0041,5,1,27
2026-01-16,BASE_B,P_0042,5,1,35
2026-01-16,BASE_B,P_0043,4,2,35
2026-01-16,BASE_B,P_0044,3,2,14
2026-01-16,BASE_B,P_0045,7,1,19
2026-01-16,BASE_B,P_0046,3,0,0
2026-01-16,BASE_B,P_0047,3,1,8
2026-01-16,BASE_B,P_0048,4,0,0
2026-01-16,BASE_B,P_0049,6,1,34
2026-01-16,BASE_B,P_0050,6,2,34
2026-01-16,BASE_B,P_0051,10,0,0
2026-01-16,BASE_B,P_0052,7,0,0
2026-01-16,BASE_B,P_0053,4,0,0
2026-01-16,BASE_B,P_0054,2,0,0
2026-01-16,BASE_B,P_0055,8,0,0
2026-01-16,BASE_B,P_0056,2,0,0
2026-01-16,BASE_B,P_0057,1,1,34
2026-01-16,BASE_B,P_0058,3,2,27
2026-01-16,BASE_B,P_0059,3,0,0
2026-01-16,BASE_B,P_0060,6,0,0
2026-01-16,BASE_B,P_0061,4,0,0
2026-01-16,BASE_B,P_0062,1,2,25
2026-01-16,BASE_B,P_0063,3,1,26
2026-01-16,BASE_B,P_0064,3,1,37
2026-01-16,BASE_B,P_0065,11,0,0
2026-01-16,BASE_B,P_0066,4,0,0
2026-01-16,BASE_B,P_0067,3,0,0
2026-01-16,BASE_B,P_0068,8,0,0
2026-01-16,BASE_B,P_0069,1,0,0
2026-01-16,BASE_B,P_0070,7,0,0
2026-01-16,BASE_B,P_0071,4,0,0
2026-01-16,BASE_B,P_0072,8,0,0
2026-01-16,BASE_B,P_0073,7,0,0
2026-01-16,BASE_B,P_0074,2,2,20
2026-01-16,BASE_B,P_0075,4,1,32
2026-01-16,BASE_B,P_0076,4,0,0
2026-01-16,BASE_B,P_0077,4,0,0
2026-01-16,BASE_B,P_0078,6,1,28
2026-01-16,BASE_B,P_0079,7,0,0
2026-01-16,BASE_B,P_0080,6,0,0
2026-01-16,BASE_B,P_0081,6,0,0
2026-01-16,BASE_B,P_0082,6,1,29
2026-01-16,BASE_B,P_0083,3,1,18
2026-01-16,BASE_B,P_0084,6,1,52
2026-01-16,BASE_B,P_0085,7,2,26
2026-01-16,BASE_B,P_0086,5,2,20
2026-01-16,BASE_B,P_0087,6,0,0
2026-01-16,BASE_B,P_0088,4,2,34
2026-01-16,BASE_B,P_0089,6,1,35
2026-01-16,BASE_B,P_0090,5,0,0
2026-01-16,BASE_B,P_0091,3,0,0
2026-01-16,BASE_B,P_0092,7,0,0
2026-01-16,BASE_B,P_0093,4,0,0
2026-01-16,BASE_B,P_0094,5,2,32
2026-01-16,BASE_B,P_0095,3,2,6
2026-01-16,BASE_B,P_0096,8,1,42
2026-01-16,BASE_B,P_0097,4,2,25
2026-01-16,BASE_B,P_0098,8,0,0
2026-01-16,BASE_B,P_0099,11,1,19
2026-01-16,BASE_B,P_0100,7,0,0
2026-01-16,BASE_B,P_0101,9,2,26
2026-01-16,BASE_B,P_0102,3,1,46
2026-01-16,BASE_B,P_0103,1,0,0
2026-01-16,BASE_B,P_0104,4,0,0
2026-01-16,BASE_B,P_0105,6,0,0
2026-01-16,BASE_B,P_0106,3,2,33
2026-01-16,BASE_B,P_0107,7,0,0
2026-01-16,BASE_B,P_0108,8,2,27
2026-01-16,BASE_B,P_0109,4,1,41
2026-01-16,BASE_B,P_0110,2,1,3
2026-01-16,BASE_B,P_0111,8,0,0
2026-01-16,BASE_B,P_0112,7,2,9
2026-01-16,BASE_B,P_0113,3,0,0
2026-01-16,BASE_B,P_0114,5,2,27
2026-01-16,BASE_B,P_0115,6,0,0
2026-01-16,BASE_B,P_0116,6,0,0
2026-01-16,BASE_B,P_0117,4,1,47
2026-01-16,BASE_B,P_0118,2,2,17
2026-01-16,BASE_B,P_0119,4,0,0
2026-01-16,BASE_B,P_0120,5,0,0
2026-01-16,BASE_B,P_0121,9,0,0
2026-01-16,BASE_B,P_0122,5,0,0
2026-01-16,BASE_B,P_0123,0,1,20
2026-01-16,BASE_B,P_0124,4,0,0
2026-01-16,BASE_B,P_0125,2,0,0
2026-01-16,BASE_B,P_0126,6,1,31
2026-01-16,BASE_B,P_0127,5,0,0
2026-01-16,BASE_B,P_0128,7,0,0
2026-01-16,BASE_B,P_0129,3,0,0
2026-01-16,BASE_B,P_0130,6,2,31
2026-01-16,BASE_B,P_0131,5,0,0
2026-01-16,BASE_B,P_0132,7,0,0
2026-01-16,BASE_B,P_0133,2,1,29
2026-01-16,BASE_B,P_0134,5,2,16
2026-01-16,BASE_B,P_0135,9,0,0
2026-01-16,BASE_B,P_0136,6,1,38
2026-01-16,BASE_B,P_0137,4,0,0
2026-01-16,BASE_B,P_0138,4,1,3
2026-01-16,BASE_B,P_0139,5,1,26
2026-01-16,BASE_B,P_0140,9,0,0
2026-01-16,BASE_B,P_0141,7,1,25
2026-01-16,BASE_B,P_0142,5,0,0
2026-01-16,BASE_B,P_0143,6,0,0
2026-01-16,BASE_B,P_0144,0,1,38
2026-01-16,BASE_B,P_0145,3,1,40
2026-01-16,BASE_B,P_0146,4,0,0
2026-01-16,BASE_B,P_0147,5,2,20
2026-01-16,BASE_B,P_0148,1,1,34
2026-01-16,BASE_B,P_0149,3,0,0
2026-01-16,BASE_B,P_0150,6,0,0
2026-01-16,BASE_B,P_0151,4,0,0
2026-01-16,BASE_B,P_0152,3,1,21
2026-01-16,BASE_B,P_0153,2,0,0
2026-01-16,BASE_B,P_0154,5,0,0
2026-01-16,BASE_B,P_0155,1,2,28
2026-01-16,BASE_B,P_0156,5,0,0
2026-01-16,BASE_B,P_0157,2,0,0
2026-01-16,BASE_B,P_0158,5,0,0
2026-01-16,BASE_B,P_0159,8,1,31
2026-01-16,BASE_B,P_0160,5,0,0
2026-01-16,BASE_B,P_0161,8,0,0
2026-01-16,BASE_B,P_0162,5,2,31
2026-01-16,BASE_B,P_0163,4,0,0
2026-01-16,BASE_B,P_0164,8,0,0
2026-01-16,BASE_B,P_0165,6,0,0
2026-01-16,BASE_B,P_0166,10,1,28
2026-01-16,BASE_B,P_0167,9,0,0
2026-01-16,BASE_B,P_0168,1,0,0
2026-01-16,BASE_B,P_0169,7,0,0
2026-01-16,BASE_B,P_0170,11,1,31
2026-01-16,BASE_B,P_0171,4,1,27
2026-01-16,BASE_B,P_0172,4,0,0
2026-01-16,BASE_B,P_0173,12,2,39
2026-01-16,BASE_B,P_0174,5,0,0
2026-01-16,BASE_B,P_0175,4,0,0
2026-01-16,BASE_B,P_0176,8,2,18
2026-01-16,BASE_B,P_0177,3,0,0
2026-01-16,BASE_B,P_0178,2,0,0
2026-01-16,BASE_B,P_0179,5,0,0
2026-01-16,BASE_B,P_0180,5,2,10
2026-01-16,BASE_B,P_0181,8,0,0
2026-01-16,BASE_B,P_0182,3,0,0
2026-01-16,BASE_B,P_0183,2,0,0
2026-01-16,BASE_B,P_0184,8,0,0
2026-01-16,BASE_B,P_0185,4,0,0
2026-01-16,BASE_B,P_0186,9,0,0
2026-01-16,BASE_B,P_0187,0,1,3
2026-01-16,BASE_B,P_0188,13,0,0
2026-01-16,BASE_B,P_0189,9,2,24
2026-01-16,BASE_B,P_0190,7,0,0
2026-01-16,BASE_B,P_0191,3,0,0
2026-01-16,BASE_B,P_0192,3,0,0
2026-01-16,BASE_B,P_0193,4,1,32
2026-01-16,BASE_B,P_0194,8,0,0
2026-01-16,BASE_B,P_0195,2,1,22
2026-01-16,BASE_B,P_0196,2,0,0
2026-01-16,BASE_B,P_0197,10,2,29
2026-01-16,BASE_B,P_0198,4,2,47
2026-01-16,BASE_B,P_0199,1,0,0
2026-01-16,BASE_B,P_0200,8,0,0
2026-01-16,BASE_C,P_0001,5,0,0
2026-01-16,BASE_C,P_0002,8,0,0
2026-01-16,BASE_C,P_0003,8,2,21
2026-01-16,BASE_C,P_0004,10,0,0
2026-01-16,BASE_C,P_0005,2,1,27
2026-01-16,BASE_C,P_0006,1,1,48
2026-01-16,BASE_C,P_0007,5,2,19
2026-01-16,BASE_C,P_0008,1,0,0
2026-01-16,BASE_C,P_0009,3,0,0
2026-01-16,BASE_C,P_0010,3,0,0
2026-01-16,BASE_C,P_0011,6,0,0
2026-01-16,BASE_C,P_0012,8,0,0
2026-01-16,BASE_C,P_0013,6,0,0
2026-01-16,BASE_C,P_0014,1,1,19
2026-01-16,BASE_C,P_0015,4,2,14
2026-01-16,BASE_C,P_0016,5,0,0
2026-01-16,BASE_C,P_0017,2,0,0
2026-01-16,BASE_C,P_0018,7,0,0
2026-01-16,BASE_C,P_0019,3,0,0
2026-01-16,BASE_C,P_0020,7,0,0
2026-01-16,BASE_C,P_0021,6,0,0
2026-01-16,BASE_C,P_0022,4,2,19
2026-01-16,BASE_C,P_0023,3,0,0
2026-01-16,BASE_C,P_0024,4,2,30
2026-01-16,BASE_C,P_0025,8,0,0
2026-01-16,BASE_C,P_0026,6,0,0
2026-01-16,BASE_C,P_0027,5,0,0
2026-01-16,BASE_C,P_0028,5,1,16
2026-01-16,BASE_C,P_0029,6,0,0
2026-01-16,BASE_C,P_0030,8,2,21
2026-01-16,BASE_C,P_0031,3,2,40
2026-01-16,BASE_C,P_0032,9,0,0
2026-01-16,BASE_C,P_0033,3,2,24
2026-01-16,BASE_C,P_0034,6,0,0
2026-01-16,BASE_C,P_0035,6,1,33
2026-01-16,BASE_C,P_0036,7,1,16
2026-01-16,BASE_C,P_0037,3,1,19
2026-01-16,BASE_C,P_0038,3,2,38
2026-01-16,BASE_C,P_0039,4,0,0
2026-01-16,BASE_C,P_0040,10,0,0
2026-01-16,BASE_C,P_0041,8,0,0
2026-01-16,BASE_C,P_0042,6,0,0
2026-01-16,BASE_C,P_0043,12,0,0
2026-01-16,BASE_C,P_0044,7,1,14
2026-01-16,BASE_C,P_0045,2,1,13
2026-01-16,BASE_C,P_0046,9,0,0
2026-01-16,BASE_C,P_0047,8,0,0
2026-01-16,BASE_C,P_0048,2,0,0
2026-01-16,BASE_C,P_0049,5,2,21
2026-01-16,BASE_C,P_0050,9,0,0
2026-01-16,BASE_C,P_0051,6,0,0
2026-01-16,BASE_C,P_0052,9,0,0
2026-01-16,BASE_C,P_0053,6,2,25
2026-01-16,BASE_C,P_0054,5,2,23
2026-01-16,BASE_C,P_0055,3,2,39
2026-01-16,BASE_C,P_0056,2,2,45
2026-01-16,BASE_C,P_0057,5,0,0
2026-01-16,BASE_C,P_0058,1,0,0
2026-01-16,BASE_C,P_0059,3,0,0
2026-01-16,BASE_C,P_0060,6,1,41
2026-01-16,BASE_C,P_0061,6,0,0
2026-01-16,BASE_C,P_0062,6,1,26
2026-01-16,BASE_C,P_0063,4,0,0
2026-01-16,BASE_C,P_0064,4,0,0
2026-01-16,BASE_C,P_0065,8,1,38
2026-01-16,BASE_C,P_0066,10,0,0
2026-01-16,BASE_C,P_0067,3,1,21
2026-01-16,BASE_C,P_0068,4,2,43
2026-01-16,BASE_C,P_0069,6,2,34
2026-01-16,BASE_C,P_0070,6,0,0
2026-01-16,BASE_C,P_0071,5,0,0
2026-01-16,BASE_C,P_0072,5,0,0
2026-01-16,BASE_C,P_0073,2,1,17
2026-01-16,BASE_C,P_0074,2,1,24
2026-01-16,BASE_C,P_0075,6,0,0
2026-01-16,BASE_C,P_0076,7,2,34
2026-01-16,BASE_C,P_0077,4,0,0
2026-01-16,BASE_C,P_0078,6,0,0
2026-01-16,BASE_C,P_0079,10,1,27
2026-01-16,BASE_C,P_0080,3,1,31
2026-01-16,BASE_C,P_0081,4,0,0
2026-01-16,BASE_C,P_0082,4,2,41
2026-01-16,BASE_C,P_0083,4,1,23
2026-01-16,BASE_C,P_0084,3,2,35
2026-01-16,BASE_C,P_0085,3,1,32
2026-01-16,BASE_C,P_0086,3,0,0
2026-01-16,BASE_C,P_0087,4,2,17
2026-01-16,BASE_C,P_0088,5,0,0
2026-01-16,BASE_C,P_0089,7,1,12
2026-01-16,BASE_C,P_0090,10,0,0
2026-01-16,BASE_C,P_0091,5,0,0
2026-01-16,BASE_C,P_0092,8,0,0
2026-01-16,BASE_C,P_0093,2,0,0
2026-01-16,BASE_C,P_0094,3,2,28
2026-01-16,BASE_C,P_0095,3,2,19
2026-01-16,BASE_C,P_0096,9,0,0
2026-01-16,BASE_C,P_0097,8,1,33
2026-01-16,BASE_C,P_0098,3,2,32
2026-01-16,BASE_C,P_0099,4,0,0
2026-01-16,BASE_C,P_0100,7,0,0
2026-01-16,BASE_C,P_0101,9,2,24
2026-01-16,BASE_C,P_0102,4,0,0
2026-01-16,BASE_C,P_0103,4,0,0
2026-01-16,BASE_C,P_0104,2,0,0
2026-01-16,BASE_C,P_0105,6,0,0
2026-01-16,BASE_C,P_0106,6,0,0
2026-01-16,BASE_C,P_0107,6,0,0
2026-01-16,BASE_C,P_0108,11,0,0
2026-01-16,BASE_C,P_0109,5,0,0
2026-01-16,BASE_C,P_0110,3,0,0
2026-01-16,BASE_C,P_0111,4,0,0
2026-01-16,BASE_C,P_0112,7,0,0
2026-01-16,BASE_C,P_0113,8,1,43
2026-01-16,BASE_C,P_0114,14,1,33
2026-01-16,BASE_C,P_0115,11,0,0
2026-01-16,BASE_C,P_0116,9,2,19
2026-01-16,BASE_C,P_0117,2,0,0
2026-01-16,BASE_C,P_0118,3,0,0
2026-01-16,BASE_C,P_0119,6,0,0
2026-01-16,BASE_C,P_0120,6,0,0
2026-01-16,BASE_C,P_0121,4,0,0
2026-01-16,BASE_C,P_0122,5,0,0
2026-01-16,BASE_C,P_0123,3,0,0
2026-01-16,BASE_C,P_0124,11,1,34
2026-01-16,BASE_C,P_0125,6,0,0
2026-01-16,BASE_C,P_0126,4,0,0
2026-01-16,BASE_C,P_0127,7,1,26
2026-01-16,BASE_C,P_0128,8,2,34
2026-01-16,BASE_C,P_0129,5,0,0
2026-01-16,BASE_C,P_0130,8,2,31
2026-01-16,BASE_C,P_0131,10,1,23
2026-01-16,BASE_C,P_0132,5,0,0
2026-01-16,BASE_C,P_0133,3,0,0
2026-01-16,BASE_C,P_0134,4,1,18
2026-01-16,BASE_C,P_0135,8,0,0
2026-01-16,BASE_C,P_0136,4,0,0
2026-01-16,BASE_C,P_0137,16,0,0
2026-01-16,BASE_C,P_0138,11,1,32
2026-01-16,BASE_C,P_0139,7,0,0
2026-01-16,BASE_C,P_0140,9,1,13
2026-01-16,BASE_C,P_0141,9,2,16
2026-01-16,BASE_C,P_0142,6,2,26
2026-01-16,BASE_C,P_0143,8,2,18
2026-01-16,BASE_C,P_0144,3,0,0
2026-01-16,BASE_C,P_0145,7,2,18
2026-01-16,BASE_C,P_0146,2,0,0
